mRNA,logFC,logCPM,F,PValue,FDR
AOX1,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
CTBS,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
ACTC1,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
SERTAD4,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
STAMBPL1,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
C1orf54,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
TBCK,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
ADAM9,1.880178791,8.157714044,5001.19718,2.31E-05,0.000507819
MEIS2,1.871812858,5.68701453,1765.127793,0.000117981,0.001514222
CXCL14,1.862797609,4.606165441,37.16060809,0.015601203,0.070418756
GCNT4,1.862797609,4.606165441,37.16060809,0.015601203,0.070418756
PLS3,1.851312111,7.254124095,3125.586674,4.26E-05,0.000764834
LPP,1.850378385,5.33194965,721.9494975,0.000947243,0.007616403
KLF9,1.850378066,5.331949469,936.3741963,0.000947243,0.007616403
POTEI,1.850378066,5.331949469,936.3741963,0.000947243,0.007616403
PGRMC2,1.846638633,6.775871655,1588.016179,0.00010324,0.001382946
FAS,1.846018603,5.812534697,298.6244207,0.000910374,0.007361335
B4GALT2,1.843794962,6.172389883,2356.578573,6.17E-05,0.000956332
RCAN1,1.836117595,7.024396513,2256.6036,6.53E-05,0.000990612
C5orf30,1.835235441,6.055365303,542.1447215,0.000419239,0.003962456
S100A6,1.834894781,11.77670349,508637.0482,5.49E-08,7.03E-05
PTGS1,1.834611987,5.660546457,44003.2319,0.000176564,0.002060656
EPHB6,1.834611987,5.660546457,44003.2319,0.000176564,0.002060656
IFT57,1.834611987,5.660546457,44003.2319,0.000176564,0.002060656
SSH1,1.834611987,5.660546457,44003.2319,0.000176564,0.002060656
PHLDB2,1.834611987,5.660546457,44003.2319,0.000176564,0.002060656
LMNA,1.83359571,9.041445724,37217.20878,1.68E-06,9.70E-05
VCL,1.833536378,8.482308234,4509.276848,2.64E-05,0.000553913
MAP4,1.833270573,5.115153126,116.2795808,0.003080159,0.019379711
FKBP10,1.830510183,8.501058271,13013.237,6.61E-06,0.00023266
PTH1R,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
CACNA1C,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
RARB,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
MTMR11,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
TLCD2,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
DYNC2H1,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
AFF3,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
PLD1,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
TRPC4,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
ARHGEF6,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
PLXNC1,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
TRIM13,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
STON1,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
RAB30,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
NLGN4Y,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
ICK,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
RNASEL,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
PCDHGA12,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
BMPER,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
ZNF25,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
TRAF3IP2,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
RBM43,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
LURAP1L,1.828287588,4.227668696,105587.8967,0.048338377,0.166602391
MXRA7,1.824933257,5.928000842,2523.238082,5.64E-05,0.000903036
ZC3H7B,1.824524726,6.68688559,42819.28268,1.39E-06,8.89E-05
SPOCK1,1.823057996,7.421052457,3896.016105,3.20E-05,0.000635426
CNPY4,1.81991191,5.490636313,186.4930162,0.001675459,0.011715469
SLIT2,1.81838707,6.15353481,39938.258,6.46E-06,0.000231056
STC2,1.809221737,7.003495592,2172.371372,6.86E-05,0.001017743
CACNA2D1,1.807673152,4.859911121,319.8589536,0.008003495,0.042363893
NBEA,1.807673152,4.859911121,319.8589536,0.008003495,0.042363893
HSPB2,1.807673152,4.859911121,319.8589536,0.008003495,0.042363893
ACOT2,1.807673152,4.859911121,319.8589536,0.008003495,0.042363893
NMT2,1.807672833,4.859910941,379.7385275,0.008003495,0.042363893
SLC39A13,1.80506257,6.812394745,43507.31907,1.37E-06,8.83E-05
IFITM3,1.804245239,10.01956708,20222.86362,3.72E-06,0.000163669
CAPN2,1.803472292,8.580784443,6822.169242,1.54E-05,0.000404923
ARL6IP5,1.802919997,7.405206561,3786.723879,3.32E-05,0.000653295
RSU1,1.801389582,6.429132477,823.5573317,0.000243149,0.002630295
FAM63B,1.800250366,5.298006278,48662.08541,0.001424984,0.010588225
PTPRG,1.800250366,5.298006278,48662.08541,0.001424984,0.010588225
CHST3,1.800250366,5.298006278,48662.08541,0.001424984,0.010588225
TNFSF12,1.800250047,5.298006097,197.897523,0.001551662,0.011017402
KITLG,1.79642641,5.633583548,1076.017591,0.000263259,0.002748722
RNF41,1.794094354,5.905637165,40084.25616,4.97E-05,0.00082634
CAP2,1.794094354,5.905637165,40084.25616,4.97E-05,0.00082634
RFTN1,1.792524,6.134430122,2134.966739,7.02E-05,0.001033261
DDAH2,1.789877855,6.660421637,1273.602611,0.000137691,0.001699462
MGLL,1.789343747,6.80032586,10002.44393,9.33E-06,0.000292923
SLC38A2,1.789113472,8.884750571,143102.1684,2.88E-07,7.03E-05
BNIP3L,1.787052068,7.673461053,9297.554102,1.03E-05,0.000309443
EMP1,1.782025864,7.095270315,2222.952522,6.65E-05,0.001000797
MAGED1,1.776941291,8.559487035,5024.671555,2.29E-05,0.000506453
RBPMS,1.774165742,7.62639495,5050.447632,2.28E-05,0.00050481
CRTAP,1.77072039,6.490526278,39071.72387,1.57E-06,9.46E-05
DSE,1.766188484,6.115068752,38241.13976,1.41E-05,0.000386523
TMEM223,1.765170035,4.549585875,39.09966783,0.024111565,0.099451515
LMF1,1.765170035,4.549585875,39.09966783,0.024111565,0.099451515
CAPNS1,1.763738747,9.069373314,18410.24696,4.20E-06,0.000178415
TMEM30A,1.762849497,7.725442124,9863.575109,9.50E-06,0.000296156
CAMK2D,1.762581809,5.882921225,1479.005472,0.000113282,0.001473011
SH3D19,1.757202259,5.606106769,41959.57945,0.000391005,0.003767522
ZNF532,1.757202259,5.606106769,41959.57945,0.000391005,0.003767522
MGST1,1.755256333,6.209385249,668.5528404,0.000319083,0.003219085
IMPA2,1.755256015,6.209385068,379.2924375,0.000667287,0.005699615
PKD2,1.751168154,7.124611677,6654.626167,1.59E-05,0.000412392
MPG,1.750959559,6.836242828,1284.075972,0.000136227,0.001689453
AGA,1.748318032,5.263245,585.8827384,0.002133455,0.014357734
TSEN15,1.748317713,5.263244819,746.6757741,0.002133455,0.014357734
11-Sep,1.746306151,8.301617644,9179.064578,1.04E-05,0.000311752
DGKA,1.7393636,6.09544408,1923.132662,8.04E-05,0.001146271
GLTSCR2,1.737006051,7.39722693,840.403154,0.000236813,0.002590059
STOM,1.732734514,7.769439854,41370.009,1.46E-06,9.07E-05
CASP1,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
NGF,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
SERPINB7,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
NR2F1,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
AP3S2,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
BTN3A3,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
DOCK10,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
PLEKHG2,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
LRRK1,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
FGF5,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
SPOCD1,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
PDLIM2,1.730847106,4.812609368,57372.57659,0.012160292,0.057152041
PLSCR3,1.730364897,5.859841388,473.0124336,0.000500702,0.004542307
RPL3,1.728693554,11.01404502,39531.05906,1.55E-06,9.36E-05
CKAP4,1.724099877,8.879061869,2673.029386,5.23E-05,0.000857795
PAM,1.722880233,7.888204286,13766.05504,6.15E-06,0.000223503
TMBIM4,1.72244387,6.280637002,4035.174993,3.05E-05,0.000614405
DLC1,1.717982364,6.605989832,38258.4641,1.62E-06,9.61E-05
CERCAM,1.713329241,7.4210709,2369.685595,6.12E-05,0.000953845
AK3,1.712030156,6.075548478,36511.8482,3.02E-05,0.000610471
FARP1,1.710536578,7.459949267,48162.1343,1.20E-06,8.23E-05
TTC3,1.709622538,7.143849059,2549.650928,5.56E-05,0.000898663
EPDR1,1.709268446,5.034990879,97.05539953,0.006192394,0.034404267
TRIM2,1.709268446,5.034990879,97.05539953,0.006192394,0.034404267
ECE1,1.707298244,7.646769377,3693.067895,3.43E-05,0.000667871
SECTM1,1.70488028,6.172398949,345.797768,0.000752482,0.006298245
GPC1,1.701077437,7.987324466,53940.5788,1.03E-06,7.99E-05
RGMB,1.700221359,7.0853682,14238.61023,5.88E-06,0.00021992
ATP8B2,1.698708398,6.263153709,35864.77689,8.48E-06,0.000276467
KIAA1430,1.694445941,5.22762505,45417.84273,0.003178021,0.01986919
GNB4,1.694445941,5.22762505,45417.84273,0.003178021,0.01986919
B3GNT9,1.694445941,5.22762505,45417.84273,0.003178021,0.01986919
SYT11,1.694445941,5.22762505,45417.84273,0.003178021,0.01986919
DPY19L4,1.694445941,5.22762505,45417.84273,0.003178021,0.01986919
CYB5R3,1.692149828,8.347949332,6125.666696,1.77E-05,0.000436386
IGFBP7,1.687222958,9.757053509,5995.287362,1.82E-05,0.000445492
PYCARD,1.6836359,5.397539327,90.46473177,0.004248939,0.025446327
FAM127C,1.683635581,5.397539147,179.9114722,0.001755103,0.012199479
HSD17B11,1.683635581,5.397539147,179.9114722,0.001755103,0.012199479
BIVM,1.683635581,5.397539147,179.9114722,0.001755103,0.012199479
KLHL9,1.675402334,5.549531338,39758.81457,0.000851966,0.007003425
SIPA1L1,1.674575561,6.245455661,3613.296633,3.53E-05,0.000676955
SETD7,1.674575561,6.245455661,3613.296633,3.53E-05,0.000676955
FZD7,1.674239625,6.712891377,37711.81334,1.65E-06,9.68E-05
F2R,1.668922702,5.687023962,287.252302,0.000957426,0.00768388
HOXA10,1.668922702,5.687023962,287.252302,0.000957426,0.00768388
FAM127A,1.665850762,7.987334025,3482.419734,3.70E-05,0.000703043
PRNP,1.665497963,9.031257877,25732.70935,2.71E-06,0.000131835
CUEDC1,1.6636903,5.812543948,36237.54353,0.000232346,0.002558592
PHLDB1,1.6636903,5.812543948,36237.54353,0.000232346,0.002558592
WWC2,1.6636903,5.812543948,36237.54353,0.000232346,0.002558592
SLFN5,1.6636903,5.812543948,36237.54353,0.000232346,0.002558592
MYH9,1.661039532,9.489066534,4398.689239,2.73E-05,0.000565276
LYPD6B,1.660453696,4.490696329,26.98140459,0.036983547,0.136493464
RMDN2,1.660453377,4.490696148,27.57429752,0.036983547,0.136493464
ZEB1,1.655759176,6.034914584,34716.16522,6.41E-05,0.000978358
HGSNAT,1.655759176,6.034914584,34716.16522,6.41E-05,0.000978358
PEX2,1.649699022,4.76370391,228.4907066,0.01835202,0.080001879
INPP4B,1.649699022,4.76370391,228.4907066,0.01835202,0.080001879
FZD4,1.649698703,4.763703729,266.4398209,0.01835202,0.080001879
MBNL1,1.647727241,6.314989845,751.046319,0.000274189,0.00284878
AEBP1,1.643235128,9.140485219,4715.474109,2.49E-05,0.000537873
TRIOBP,1.643102171,7.23634856,1629.647661,9.98E-05,0.0013426
TAPBP,1.640883803,6.619800921,1173.627398,0.00015319,0.001843003
ADAMTSL4,1.638484235,5.191103315,464.0296252,0.004708612,0.027476862
PCDHGB5,1.638484235,5.191103315,464.0296252,0.004708612,0.027476862
TFAP2A,1.638483916,5.191103134,581.0378224,0.004708612,0.027476862
SLC6A9,1.638483916,5.191103134,581.0378224,0.004708612,0.027476862
MYO1B,1.634661614,6.982306002,918.588166,0.000210878,0.002383345
SEC24D,1.633192892,7.08537761,2271.772167,6.47E-05,0.000983143
EEA1,1.632694863,5.520389131,766.4742237,0.00124937,0.00946624
SH3BP5,1.632694863,5.520389131,766.4742237,0.00124937,0.00946624
ZBTB38,1.629160698,5.788300539,1124.656614,0.000338484,0.003369917
TBC1D2,1.629160379,5.788300359,1614.575317,0.000338484,0.003369917
CSRP1,1.627084409,8.380744875,3513.92716,3.66E-05,0.000695846
ARMCX2,1.626778804,6.01416016,1529.883089,0.00010839,0.001428155
TNFRSF1A,1.626595905,7.686665609,7932.047855,1.26E-05,0.00035582
ERBB2,1.625064324,6.209394495,3217.758341,4.11E-05,0.000752857
CTDSP2,1.62026079,7.024424389,11800.79626,7.52E-06,0.000255826
SHISA5,1.619675671,7.172237489,1881.157508,8.28E-05,0.00117587
DPYSL2,1.618686611,7.467617702,1487.693719,0.000112419,0.001463271
TMEM98,1.617791577,7.806133415,3901.238163,3.19E-05,0.000635426
SEC23A,1.608379893,7.381133946,4731.550681,2.48E-05,0.000536777
RPLP0,1.606612037,11.13445751,14979.68944,5.50E-06,0.000210057
SUMF2,1.605825056,6.905509154,37134.04036,1.68E-06,9.70E-05
RPL13A,1.603640449,11.2325525,28616.83213,2.36E-06,0.000120658
EIF2AK4,1.601501758,6.365027733,32802.85371,1.04E-05,0.000311752
SDC3,1.600640172,6.280646428,698.085701,0.000301606,0.003081412
9-Sep,1.596706289,7.289130779,6739.5995,1.56E-05,0.000407618
REV3L,1.59564747,5.882930475,379.1217427,0.000667678,0.005699615
IGFBP2,1.595642066,8.976099456,2667.241709,5.25E-05,0.000859132
PRKCA,1.593784027,5.763642442,34186.30413,0.000491172,0.004478258
FAM20B,1.593784027,5.763642442,34186.30413,0.000491172,0.004478258
RRM2B,1.593784027,5.763642442,34186.30413,0.000491172,0.004478258
BCAR3,1.591512975,5.6335928,254.7194586,0.001118972,0.008661775
SOCS3,1.591512975,5.6335928,254.7194586,0.001118972,0.008661775
NXN,1.590762989,6.894197968,4359.425929,2.76E-05,0.000570554
ARNT2,1.588684145,5.490645747,37323.50391,0.001823619,0.012600888
FYCO1,1.588684145,5.490645747,37323.50391,0.001823619,0.012600888
NRSN2,1.588684145,5.490645747,37323.50391,0.001823619,0.012600888
DMPK,1.58860232,6.775899726,3796.408869,3.31E-05,0.000653116
HSBP1L1,1.585063274,5.331958904,154.4021135,0.003543238,0.021773094
PLEKHA5,1.585063274,5.331958904,154.4021135,0.003543238,0.021773094
LY96,1.585063274,5.331958904,154.4021135,0.003543238,0.021773094
NUCKS1,1.581135961,7.095298365,38110.16997,1.62E-06,9.61E-05
ARRDC3,1.580263552,5.153632569,41790.51667,0.006936529,0.037981256
PPM1M,1.580263552,5.153632569,41790.51667,0.006936529,0.037981256
SMARCA1,1.578554905,6.992958353,36977.5001,1.69E-06,9.71E-05
TNKS1BP1,1.578554587,6.992958173,2451.00916,5.86E-05,0.000925285
TIMP2,1.576999083,10.10667569,15520.61324,5.25E-06,0.00020435
PXK,1.576507653,6.263163135,511.1815061,0.000452598,0.004218899
RPS12,1.574697281,11.21523115,9091.814571,1.06E-05,0.000312765
BTN3A2,1.573597294,4.950110084,78.69688295,0.013715155,0.063440602
NTF3,1.573597294,4.950110084,78.69688295,0.013715155,0.063440602
RPS4X,1.57104371,10.29746192,9760.667519,9.63E-06,0.000299518
CLIC4,1.568157449,9.056872144,24991.79067,2.82E-06,0.000135931
KIRREL,1.567697581,6.633481328,965.7418607,0.000197551,0.002256495
TMX3,1.567697263,6.633481148,33283.80767,1.94E-06,0.000108255
CNN1,1.567177497,7.673507658,4622.495941,2.56E-05,0.000546039
CD99L2,1.566255258,7.0347718,1507.698318,0.000110477,0.001444521
ARL2BP,1.56625494,7.03477162,1815.857593,8.67E-05,0.001204781
ANXA2,1.564879671,11.48979205,26028.85313,2.67E-06,0.000131187
GTF2IRD2B,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
TRIQK,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
TTC39C,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
ABCA1,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
ARL4C,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
GALNT6,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
ERMAP,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
BBS1,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
SP140L,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
GTF2IRD2,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
ARSK,1.563712749,4.713081799,52238.78112,0.027493438,0.109937541
APP,1.560521343,9.846255419,27286.49331,2.51E-06,0.000124932
TLN1,1.558561423,8.686220561,11310.9397,7.94E-06,0.000264856
NFYB,1.557518349,5.738555599,964.8851792,0.000709828,0.006003686
TNRC18,1.55751803,5.738555419,1362.274038,0.000709828,0.006003686
SYNPO,1.55751803,5.738555419,1362.274038,0.000709828,0.006003686
S100A16,1.554115643,7.757047992,378.1805365,0.000669839,0.005710489
SLC5A3,1.551192526,5.606116022,196.696937,0.001563925,0.011069289
KANK1,1.54328849,5.460276057,832.5140936,0.002648804,0.017169213
TMEM129,1.54328849,5.460276057,832.5140936,0.002648804,0.017169213
PTPRM,1.542252704,6.055383979,481.8103261,0.000488836,0.004473364
ARHGEF17,1.536171323,5.950041871,31111.79193,0.000277791,0.002873412
C12orf57,1.535792079,8.090054009,5707.452844,1.94E-05,0.000458519
DUSP1,1.534440237,6.673742227,1202.733461,0.000148371,0.001803568
CLIP3,1.530359896,6.606008492,31800.33543,3.40E-06,0.000154109
C5orf15,1.530359896,6.606008492,31800.33543,3.40E-06,0.000154109
CDC42EP2,1.528972554,5.836395983,340.6570516,0.000767269,0.006394129
SGCE,1.525841446,6.534936268,978.096327,0.000194302,0.002224705
TMEM43,1.521060194,7.143876926,12574.10118,6.92E-06,0.00023941
CASC4,1.520923826,6.725730125,3308.688994,3.96E-05,0.000730017
CTIF,1.520632962,6.134448616,2505.125275,0.000109247,0.001435037
CHST14,1.520317478,5.713024645,244.8674834,0.00117768,0.009002542
TMEM200B,1.520317159,5.713024465,32143.0413,0.001021461,0.007998339
STK17B,1.520317159,5.713024465,32143.0413,0.001021461,0.007998339
RALGPS2,1.520317159,5.713024465,32143.0413,0.001021461,0.007998339
SOX12,1.519594194,5.115162382,438.6473251,0.01015642,0.049144522
COL5A3,1.519594194,5.115162382,438.6473251,0.01015642,0.049144522
MPPE1,1.519594194,5.115162382,438.6473251,0.01015642,0.049144522
SERINC2,1.518195518,7.271765989,2764.790894,5.01E-05,0.000829255
TTYH3,1.517164721,6.894207203,1633.048047,9.95E-05,0.001340458
MMP14,1.515364955,8.519688327,9114.536712,1.05E-05,0.000312765
FERMT2,1.513769604,7.497843865,3744.991564,3.37E-05,0.0006608
KIF1C,1.512998517,6.836270716,33096.87105,1.95E-06,0.000108255
KIAA1432,1.50465846,5.928019521,1748.016515,0.000397108,0.003817749
WDR41,1.503495747,6.712909854,1427.193708,0.000118679,0.001518401
CAT,1.501588524,6.209403921,595.129079,0.0003713,0.003612803
BTBD2,1.501588524,6.209403921,595.129079,0.0003713,0.003612803
PTPLAD2,1.500656337,4.905719926,56.43582054,0.020204624,0.086038412
PAMR1,1.499337105,7.172256126,1726.165022,9.26E-05,0.001273394
CYB5D2,1.496418215,5.429253301,34632.04285,0.003827617,0.023318937
NAV1,1.496418215,5.429253301,34632.04285,0.003827617,0.023318937
FAM160B1,1.496418215,5.429253301,34632.04285,0.003827617,0.023318937
CRISPLD2,1.496418215,5.429253301,34632.04285,0.003827617,0.023318937
PSMD10,1.493300155,6.115087607,428.8596873,0.000568786,0.005025113
STAT6,1.485360948,6.505500574,914.9525482,0.000211971,0.002393601
RAB3B,1.48468349,6.280655853,1833.06339,8.56E-05,0.0011978
SSX2IP,1.483697532,6.014169408,437.5812012,0.000554084,0.004908961
SEC31A,1.482756747,7.899621087,6208.951004,1.74E-05,0.000432311
CCNG1,1.48238133,7.818185096,3352.987192,3.89E-05,0.000724802
OSBPL1A,1.482131264,5.687033214,1134.258623,0.001463398,0.0108204
VAMP5,1.481601532,6.971602187,1299.129614,0.000134171,0.00167039
LRCH3,1.47925885,5.263254255,129.9130179,0.007484593,0.040212505
RCN3,1.475803083,7.666897107,524.8850486,0.000437276,0.004111011
KLHDC2,1.472476873,6.563792289,4705.131049,2.50E-05,0.000538005
PTPLA,1.472442185,5.905655845,29227.62215,0.000565465,0.00500291
TMEM150A,1.472275304,4.660618522,152.9936558,0.040857437,0.146751614
ACOT1,1.472275304,4.660618522,152.9936558,0.040857437,0.146751614
COL8A2,1.472275304,4.660618522,152.9936558,0.040857437,0.146751614
IFT81,1.472275304,4.660618522,152.9936558,0.040857437,0.146751614
SRGAP1,1.472275304,4.660618522,152.9936558,0.040857437,0.146751614
PPAPDC1B,1.472274985,4.660618341,175.2212902,0.040857437,0.146751614
EMX2,1.472274985,4.660618341,175.2212902,0.040857437,0.146751614
MMP19,1.472274985,4.660618341,175.2212902,0.040857437,0.146751614
RRAGB,1.472274985,4.660618341,175.2212902,0.040857437,0.146751614
MYCBP,1.472274985,4.660618341,175.2212902,0.040857437,0.146751614
LDHA,1.470378966,10.35321902,17036.39447,4.65E-06,0.000190716
LMAN1,1.46989624,7.428975726,37429.5876,1.66E-06,9.70E-05
RPL10L,1.467005579,5.549540771,158.5888504,0.002828734,0.018107557
TCF12,1.465438838,6.095462755,1406.124734,0.000220278,0.002463628
CCPG1,1.465438519,6.095462575,2186.602787,0.000220278,0.002463628
UACA,1.465438519,6.095462575,2186.602787,0.000220278,0.002463628
TCEAL3,1.465438519,6.095462575,2186.602787,0.000220278,0.002463628
HMBS,1.456261426,5.075638159,37774.02229,0.014774339,0.067492217
LRRFIP1,1.456261426,5.075638159,37774.02229,0.014774339,0.067492217
ATP10D,1.456261426,5.075638159,37774.02229,0.014774339,0.067492217
CLSTN2,1.456261426,5.075638159,37774.02229,0.014774339,0.067492217
DOCK11,1.456261426,5.075638159,37774.02229,0.014774339,0.067492217
HOXD10,1.456261107,5.075637979,89.62517219,0.014774339,0.067492217
TUBB6,1.45371046,8.400920355,11228.04237,8.02E-06,0.00026614
ZMYND11,1.453503754,5.993111748,342.6033953,0.00076161,0.00636637
RPL31,1.452156606,10.28581005,50540.80808,1.12E-06,8.01E-05
LRRFIP2,1.449913515,6.673751646,2849.832094,4.81E-05,0.000818025
SCAF11,1.449389937,6.172417803,545.2801659,0.000416103,0.003941883
AJUBA,1.449389937,6.172417803,545.2801659,0.000416103,0.003941883
WIPF1,1.447973928,5.397548581,508.6377716,0.005501133,0.031155338
PLTP,1.447973928,5.397548581,508.6377716,0.005501133,0.031155338
NT5C,1.447973928,5.397548581,508.6377716,0.005501133,0.031155338
PIK3R1,1.447973928,5.397548581,508.6377716,0.005501133,0.031155338
SIDT2,1.447973609,5.397548401,659.5232576,0.005501133,0.031155338
LOXL3,1.447973609,5.397548401,659.5232576,0.005501133,0.031155338
SPAG7,1.446223629,6.3318782,577.766639,0.000385898,0.003733156
RPL4,1.443615396,11.08501614,54258.76163,1.02E-06,7.99E-05
HSDL2,1.442907431,5.660565141,29998.02842,0.002086849,0.014109245
AMOTL1,1.442907431,5.660565141,29998.02842,0.002086849,0.014109245
GLT8D1,1.435172253,6.245474513,1644.946247,0.000121593,0.001543655
GCLM,1.435171935,6.245474333,2678.636251,0.000121593,0.001543655
FADS3,1.433844791,7.289158635,2682.562248,5.21E-05,0.000854905
PPIC,1.433844473,7.289158455,1537.19864,0.000107717,0.001422201
LAMB2,1.429387931,8.899138661,12582.95122,6.91E-06,0.00023941
L1CAM,1.428598195,7.16287078,4827.415866,2.42E-05,0.000526433
GNG12,1.427860413,7.323300137,5715.053803,1.94E-05,0.000458519
ZFAND5,1.427860096,7.323299958,14643.70469,5.67E-06,0.00021402
ILK,1.426851604,8.519725735,1636.773342,9.92E-05,0.001339173
7-Sep,1.42620224,7.775688895,39890.34842,1.53E-06,9.33E-05
VDR,1.42383061,4.859920379,61.37023579,0.029541679,0.116012822
BTN3A1,1.42383061,4.859920379,61.37023579,0.029541679,0.116012822
SLC16A4,1.42383061,4.859920379,61.37023579,0.029541679,0.116012822
IFT43,1.42383061,4.859920379,61.37023579,0.029541679,0.116012822
PTK2B,1.42383061,4.859920379,61.37023579,0.029541679,0.116012822
ROR2,1.42383061,4.859920379,61.37023579,0.029541679,0.116012822
ERMP1,1.42299486,5.520398384,192.7763622,0.004037674,0.024413796
PIP4K2B,1.422800284,5.763651693,231.8656086,0.001537871,0.01095588
SLC2A4RG,1.422800284,5.763651693,231.8656086,0.001537871,0.01095588
PSMB10,1.422565054,6.153562911,387.6778782,0.000648585,0.005558742
CASP4,1.422564735,6.153562731,430.2862506,0.000566335,0.005007161
RPL37,1.418449321,9.546290872,4420.003533,2.71E-05,0.000563071
DKK3,1.418148329,8.838522298,2714.767813,5.13E-05,0.000843837
MCFD2,1.417832594,7.71270072,38691.42607,1.59E-06,9.54E-05
NAP1L1,1.417655978,7.653556166,23748.04655,3.01E-06,0.000144229
RPS27,1.414991867,11.21508311,6394.03887,1.67E-05,0.00042256
FNDC3B,1.41378605,6.763538605,29032.25874,4.15E-06,0.000176885
OAF,1.412174407,6.520302866,27309.25849,2.64E-05,0.000553913
IFNGR2,1.409764362,6.227556559,26475.75801,0.000170637,0.002009703
SMAD3,1.408048484,6.055393407,1236.679138,0.000437831,0.004111011
DOCK1,1.408048165,6.055393227,1892.695887,0.000437831,0.004111011
RPL12,1.405958407,10.80758336,15714.48431,5.17E-06,0.000202343
JMJD8,1.405767588,5.85986043,263.1434187,0.001132586,0.008717407
GSDMD,1.405767588,5.85986043,263.1434187,0.001132586,0.008717407
NFIC,1.40576727,5.859860249,27256.84446,0.001132586,0.008717407
RASA3,1.40576727,5.859860249,27256.84446,0.001132586,0.008717407
MBNL2,1.40576727,5.859860249,27256.84446,0.001132586,0.008717407
SRGN,1.402586983,5.633602052,929.8998584,0.002961551,0.018771075
ACTN4,1.398408552,9.121387108,4272.376701,2.83E-05,0.00058205
ZMYM6NB,1.398355001,6.297938775,192.8314296,0.001604593,0.011318312
FAM109B,1.397845909,5.365131063,31669.93118,0.007861289,0.041731289
FAM171A1,1.397845909,5.365131063,31669.93118,0.007861289,0.041731289
IQSEC1,1.397845909,5.365131063,31669.93118,0.007861289,0.041731289
ZHX1,1.397845909,5.365131063,31669.93118,0.007861289,0.041731289
MSRB2,1.397845909,5.365131063,31669.93118,0.007861289,0.041731289
FCF1,1.39784559,5.365130882,137.3841139,0.007861289,0.041731289
TPT1,1.395235521,12.00133729,220741.9714,1.64E-07,7.03E-05
DDB2,1.395231291,6.134457863,248.7711987,0.001153782,0.008854073
IFI16,1.394263526,6.633499807,27443.18775,1.45E-05,0.000395529
MYL6,1.392220934,11.57409562,50279.32913,1.13E-06,8.01E-05
MDM2,1.391152307,5.9500513,278.2333109,0.00099789,0.007899031
KLHL42,1.390020238,5.035000316,263.6280292,0.021342531,0.089463497
FUT11,1.390020238,5.035000316,263.6280292,0.021342531,0.089463497
SNX21,1.390019919,5.035000136,318.5839113,0.021342531,0.089463497
NPAS2,1.390019919,5.035000136,318.5839113,0.021342531,0.089463497
